method,type,request_id,call_label,kind,api_in_tokens,api_out_tokens,local_in_tokens,local_out_tokens,local_sec
LED,intra,1,led_decode,local,0,0,18,479,8.014476964250207
LED,intra,2,led_decode,local,0,0,18,375,6.2822976894676685
LED,intra,3,led_decode,local,0,0,19,512,8.575659979134798
LED,intra,4,led_decode,local,0,0,19,40,0.6681688027456403
LED,intra,5,led_decode,local,0,0,20,438,7.337768911384046
LED,intra,6,led_decode,local,0,0,18,463,7.797089450061321
LED,intra,7,led_decode,local,0,0,19,432,7.283040492795408
LED,intra,8,led_decode,local,0,0,19,40,0.6622433597221971
LED,intra,9,led_decode,local,0,0,22,512,8.588819352909923
LED,intra,10,led_decode,local,0,0,18,369,6.336893007159233
LED,intra,11,led_decode,local,0,0,20,470,8.147695043124259
LED,intra,12,led_decode,local,0,0,19,512,8.585130457766354
LED,intra,13,led_decode,local,0,0,18,506,8.511047780513763
LED,intra,14,led_decode,local,0,0,22,36,0.6040485296398401
LED,intra,15,led_decode,local,0,0,21,512,8.622692404314876
LED,intra,16,led_decode,local,0,0,20,164,2.7220036322250962
LED,intra,17,led_decode,local,0,0,19,230,3.8892873991280794
LED,intra,18,led_decode,local,0,0,19,40,0.6623843796551228
LED,intra,19,led_decode,local,0,0,23,507,8.553697722032666
LED,intra,20,led_decode,local,0,0,21,366,6.217278049327433
LED,intra,21,led_decode,local,0,0,20,512,8.606169190257788
LED,intra,22,led_decode,local,0,0,23,40,0.6651379968971014
LED,intra,23,led_decode,local,0,0,22,512,8.629599933512509
LED,intra,24,led_decode,local,0,0,21,474,7.920861673541367
LED,intra,25,led_decode,local,0,0,22,40,0.6634283866733313
LED,intra,51,led_decode,local,0,0,21,512,8.586456624791026
LED,intra,52,led_decode,local,0,0,23,224,3.728961657732725
LED,intra,53,led_decode,local,0,0,22,387,6.581304381601512
LED,intra,54,led_decode,local,0,0,20,512,9.189344147220254
LED,intra,55,led_decode,local,0,0,21,469,7.884642078541219
LED,intra,56,led_decode,local,0,0,22,400,6.692143904976547
LED,intra,57,led_decode,local,0,0,24,327,5.486805061809719
LED,intra,58,led_decode,local,0,0,22,481,8.075887829996645
LED,intra,59,led_decode,local,0,0,18,40,0.673400511033833
LED,intra,60,led_decode,local,0,0,22,40,0.6691684704273939
LED,intra,61,led_decode,local,0,0,20,36,0.6017422853037715
LED,intra,62,led_decode,local,0,0,23,512,8.57766704633832
LED,intra,63,led_decode,local,0,0,22,40,0.6675215791910887
LED,intra,64,led_decode,local,0,0,19,463,8.273235444910824
LED,intra,65,led_decode,local,0,0,21,512,8.605165177956223
LED,intra,66,led_decode,local,0,0,20,512,8.574355188757181
LED,intra,67,led_decode,local,0,0,21,507,8.51057050563395
LED,intra,68,led_decode,local,0,0,18,292,4.864500696770847
LED,intra,69,led_decode,local,0,0,19,512,9.065919394604862
LED,intra,70,led_decode,local,0,0,18,512,8.617749711498618
LED,intra,71,led_decode,local,0,0,21,36,0.5968983257189393
LED,intra,72,led_decode,local,0,0,22,512,8.573075438849628
LED,intra,73,led_decode,local,0,0,22,512,8.586201616562903
LED,intra,74,led_decode,local,0,0,21,512,8.599495575763285
LED,intra,75,led_decode,local,0,0,23,512,8.570381045341492
LED,intra,101,led_decode,local,0,0,21,480,8.009687351994216
LED,intra,102,led_decode,local,0,0,20,424,7.10104450955987
LED,intra,103,led_decode,local,0,0,21,40,0.6736655281856656
LED,intra,104,led_decode,local,0,0,20,512,8.61184497922659
LED,intra,105,led_decode,local,0,0,21,466,7.835073886439204
LED,intra,106,led_decode,local,0,0,20,422,7.193634849973023
LED,intra,107,led_decode,local,0,0,19,40,0.6652283864095807
LED,intra,108,led_decode,local,0,0,20,512,8.582703597843647
LED,intra,109,led_decode,local,0,0,24,36,0.6039056703448296
LED,intra,110,led_decode,local,0,0,22,494,8.34534614533186
LED,intra,111,led_decode,local,0,0,24,422,7.075079376809299
LED,intra,112,led_decode,local,0,0,16,512,8.636347098276019
LED,intra,113,led_decode,local,0,0,20,396,6.663099966943264
LED,intra,114,led_decode,local,0,0,22,482,8.073276206851006
LED,intra,115,led_decode,local,0,0,24,40,0.6655536480247974
LED,intra,116,led_decode,local,0,0,19,40,0.6712938193231821
LED,intra,117,led_decode,local,0,0,22,512,8.59979759901762
LED,intra,118,led_decode,local,0,0,23,512,8.698883371427655
LED,intra,119,led_decode,local,0,0,19,512,9.04670779965818
LED,intra,120,led_decode,local,0,0,21,512,8.70348179154098
LED,intra,121,led_decode,local,0,0,19,470,7.84038146212697
LED,intra,122,led_decode,local,0,0,25,512,8.604158197529614
LED,intra,123,led_decode,local,0,0,24,443,7.431422202847898
LED,intra,124,led_decode,local,0,0,20,512,8.636987924575806
LED,intra,125,led_decode,local,0,0,18,382,6.391093133948743
LED,intra,151,led_decode,local,0,0,20,40,0.6635674554854631
LED,intra,152,led_decode,local,0,0,22,375,6.2606297340244055
LED,intra,153,led_decode,local,0,0,24,40,0.6634804755449295
LED,intra,154,led_decode,local,0,0,19,409,6.857393829151988
LED,intra,155,led_decode,local,0,0,23,40,0.6672453843057156
LED,intra,156,led_decode,local,0,0,22,40,0.6724769864231348
LED,intra,157,led_decode,local,0,0,22,369,6.24524611979723
LED,intra,158,led_decode,local,0,0,25,36,0.6049537071958184
LED,intra,159,led_decode,local,0,0,24,36,0.6040883902460337
LED,intra,160,led_decode,local,0,0,27,188,3.154516172595322
LED,intra,161,led_decode,local,0,0,22,512,8.579868466593325
LED,intra,162,led_decode,local,0,0,21,40,0.6614374471828341
LED,intra,163,led_decode,local,0,0,21,40,0.6630830755457282
LED,intra,164,led_decode,local,0,0,23,512,8.557758678682148
LED,intra,165,led_decode,local,0,0,20,40,0.6602418841794133
LED,intra,166,led_decode,local,0,0,21,40,0.6609221827238798
LED,intra,167,led_decode,local,0,0,24,494,9.21080135088414
LED,intra,168,led_decode,local,0,0,21,40,0.6618160083889961
LED,intra,169,led_decode,local,0,0,28,40,0.674199964851141
LED,intra,170,led_decode,local,0,0,26,512,8.559082671068609
LED,intra,171,led_decode,local,0,0,26,40,0.6600862871855497
LED,intra,172,led_decode,local,0,0,26,428,7.155796001665294
LED,intra,173,led_decode,local,0,0,24,503,8.415403471328318
LED,intra,174,led_decode,local,0,0,25,40,0.665115344338119
LED,intra,175,led_decode,local,0,0,26,170,2.8230234682559967
LED,intra,201,led_decode,local,0,0,17,512,8.600594502873719
LED,intra,202,led_decode,local,0,0,14,36,0.6004842575639486
LED,intra,203,led_decode,local,0,0,15,40,0.6602737894281745
LED,intra,204,led_decode,local,0,0,15,309,5.169336150400341
LED,intra,205,led_decode,local,0,0,19,40,0.6596725806593895
LED,intra,206,led_decode,local,0,0,14,36,0.5928896488621831
LED,intra,207,led_decode,local,0,0,15,40,0.6687138164415956
LED,intra,208,led_decode,local,0,0,15,36,0.6082378374412656
LED,intra,209,led_decode,local,0,0,19,457,7.715465573593974
LED,intra,210,led_decode,local,0,0,14,417,6.968276034109294
LED,intra,211,led_decode,local,0,0,22,40,0.660728900693357
LED,intra,212,led_decode,local,0,0,20,40,0.6647252179682255
LED,intra,213,led_decode,local,0,0,21,240,4.002366716042161
LED,intra,214,led_decode,local,0,0,22,40,0.6621626252308488
LED,intra,215,led_decode,local,0,0,20,329,5.528369109146297
LED,intra,216,led_decode,local,0,0,14,40,0.6723248269408941
LED,intra,217,led_decode,local,0,0,16,40,0.6695057330653071
LED,intra,218,led_decode,local,0,0,17,40,0.667945982888341
LED,intra,219,led_decode,local,0,0,18,40,0.6687511801719666
LED,intra,220,led_decode,local,0,0,14,40,0.6691571390256286
LED,intra,221,led_decode,local,0,0,14,40,0.6715843230485916
LED,intra,222,led_decode,local,0,0,15,403,6.768268620595336
LED,intra,223,led_decode,local,0,0,14,284,4.767189263366163
LED,intra,224,led_decode,local,0,0,15,370,6.208249827846885
