request_id,n_calls,api_in_tokens,api_out_tokens,local_in_tokens,local_out_tokens,local_sec,train_sec
1,1,0,0,18,72,1.9682487146928906,0.0
10,1,0,0,18,397,6.7542802626267076,0.0
101,1,0,0,21,481,8.564210063777864,0.0
102,1,0,0,20,420,7.377611908130348,0.0
103,1,0,0,21,31,0.5437258454039693,0.0
104,1,0,0,20,512,9.485308486968279,0.0
105,1,0,0,21,47,0.7877334915101528,0.0
106,1,0,0,20,43,0.7208307608962059,0.0
107,1,0,0,19,465,7.917272417806089,0.0
108,1,0,0,20,512,8.83830556832254,0.0
109,1,0,0,24,44,0.7482534730806947,0.0
11,1,0,0,20,432,8.218801585026085,0.0
110,1,0,0,22,512,9.679907828569412,0.0
111,1,0,0,24,512,8.942103554494679,0.0
112,1,0,0,16,512,10.353986168280244,0.0
113,1,0,0,20,372,6.945563370361924,0.0
114,1,0,0,22,408,7.3845377722755075,0.0
115,1,0,0,24,51,0.8591391099616885,0.0
116,1,0,0,19,44,0.7417253339663148,0.0
117,1,0,0,22,512,8.740423627197742,0.0
118,1,0,0,23,512,9.769793727435172,0.0
119,1,0,0,19,512,8.95259193982929,0.0
12,1,0,0,19,512,9.396838205866516,0.0
120,1,0,0,21,512,8.759788659401238,0.0
121,1,0,0,19,446,7.669411381706595,0.0
122,1,0,0,25,63,1.3078041383996606,0.0
123,1,0,0,24,94,1.8292025020346045,0.0
124,1,0,0,20,512,9.558676357381046,0.0
125,1,0,0,18,472,8.95427976269275,0.0
13,1,0,0,18,508,9.739447504281998,0.0
14,1,0,0,22,85,1.6986006954684854,0.0
15,1,0,0,21,512,9.03691627830267,0.0
151,1,0,0,20,31,0.6223360011354089,0.0
152,1,0,0,22,494,10.017696484923363,0.0
153,1,0,0,24,44,0.7510342206805944,0.0
154,1,0,0,19,31,0.538662544451654,0.0
155,1,0,0,23,39,0.7939574150368571,0.0
156,1,0,0,22,235,4.378143625333905,0.0
157,1,0,0,22,40,0.6930677555501461,0.0
158,1,0,0,25,41,0.7126930095255375,0.0
159,1,0,0,24,43,0.7263428429141641,0.0
16,1,0,0,20,147,2.9727763524279,0.0
160,1,0,0,27,155,3.344855135306716,0.0
161,1,0,0,22,512,8.810419221408665,0.0
162,1,0,0,21,81,1.3623053235933185,0.0
163,1,0,0,21,60,1.0104099912568927,0.0
164,1,0,0,23,512,9.504162054508924,0.0
165,1,0,0,20,56,1.1555504342541099,0.0
166,1,0,0,21,42,0.8374325269833207,0.0
167,1,0,0,24,32,0.5384824741631746,0.0
168,1,0,0,21,31,0.5238936590030789,0.0
169,1,0,0,28,80,1.4261714713647962,0.0
17,1,0,0,19,256,4.409729558043182,0.0
170,1,0,0,26,512,9.57018157467246,0.0
171,1,0,0,26,31,0.5342189939692616,0.0
172,1,0,0,26,44,0.7491188505664468,0.0
173,1,0,0,24,512,8.847587524913251,0.0
174,1,0,0,25,31,0.5217446926981211,0.0
175,1,0,0,26,41,0.6883958429098129,0.0
18,1,0,0,19,512,9.352995234541595,0.0
19,1,0,0,23,512,9.45280827768147,0.0
2,1,0,0,18,370,6.678096606396139,0.0
20,1,0,0,21,342,6.03034966532141,0.0
201,1,0,0,17,337,5.825603048317134,0.0
202,1,0,0,14,71,1.1838894858956337,0.0
203,1,0,0,15,37,0.619425100274384,0.0
204,1,0,0,15,38,0.6373009234666824,0.0
205,1,0,0,19,38,0.6477018464356661,0.0
206,1,0,0,14,113,1.957896995358169,0.0
207,1,0,0,15,40,0.6650748066604137,0.0
208,1,0,0,15,122,2.040339616127312,0.0
209,1,0,0,19,512,8.925127318128943,0.0
21,1,0,0,20,512,9.081613399088383,0.0
210,1,0,0,14,325,5.68416734598577,0.0
211,1,0,0,22,43,0.7284673936665058,0.0
212,1,0,0,20,41,0.6878998735919595,0.0
213,1,0,0,21,43,0.7213969994336367,0.0
214,1,0,0,22,42,0.7341115400195122,0.0
215,1,0,0,20,276,4.7568921614438295,0.0
216,1,0,0,14,35,0.6022641602903605,0.0
217,1,0,0,16,35,0.6022059405222535,0.0
218,1,0,0,17,39,0.6574329407885671,0.0
219,1,0,0,18,35,0.6063154432922602,0.0
22,1,0,0,23,98,2.0126589881256223,0.0
220,1,0,0,14,35,0.6297600958496332,0.0
221,1,0,0,14,37,0.6288203131407499,0.0
222,1,0,0,15,450,7.735044554807246,0.0
223,1,0,0,14,483,8.445839000865817,0.0
224,1,0,0,15,427,7.8587928069755435,0.0
225,1,0,0,14,296,5.704387933947146,0.0
23,1,0,0,22,512,9.024592313915491,0.0
24,1,0,0,21,439,7.553096218034625,0.0
25,1,0,0,22,31,0.5773284984752536,0.0
251,1,0,0,18,76,1.3202567677944899,0.0
252,1,0,0,20,197,3.532543994486332,0.0
253,1,0,0,19,111,2.0688747819513083,0.0
254,1,0,0,21,37,0.628028997220099,0.0
255,1,0,0,23,82,1.3767441920936108,0.0
256,1,0,0,20,144,2.4569128546863794,0.0
257,1,0,0,18,59,1.0021084202453494,0.0
258,1,0,0,17,108,1.9673286573961377,0.0
259,1,0,0,18,88,1.8275420684367418,0.0
260,1,0,0,20,125,2.222067498601973,0.0
261,1,0,0,22,259,4.370461584068835,0.0
262,1,0,0,20,180,3.4640706395730376,0.0
263,1,0,0,19,105,2.1552018309012055,0.0
264,1,0,0,22,87,1.8017965266481042,0.0
265,1,0,0,27,61,1.2553508151322603,0.0
266,1,0,0,24,112,1.9568101530894637,0.0
267,1,0,0,22,86,1.4550480023026466,0.0
268,1,0,0,19,53,0.9365696217864752,0.0
269,1,0,0,21,86,1.5591290583834052,0.0
270,1,0,0,22,81,1.4603816298767924,0.0
271,1,0,0,24,60,1.2781013557687402,0.0
272,1,0,0,21,98,1.8598291976377368,0.0
273,1,0,0,23,78,1.3239146461710334,0.0
274,1,0,0,25,167,2.8067500069737434,0.0
275,1,0,0,22,137,2.327765377238393,0.0
276,1,0,0,18,84,1.4348608190193772,0.0
277,1,0,0,23,133,2.3219645097851753,0.0
278,1,0,0,19,47,0.9306576838716865,0.0
279,1,0,0,19,61,1.2597502311691642,0.0
280,1,0,0,22,177,3.69803165178746,0.0
281,1,0,0,18,291,4.909801243804395,0.0
282,1,0,0,18,145,2.4673664597794414,0.0
283,1,0,0,17,57,0.9587796721607447,0.0
284,1,0,0,23,181,3.0614828038960695,0.0
285,1,0,0,24,116,1.9679988883435726,0.0
286,1,0,0,21,34,0.5812082458287477,0.0
287,1,0,0,18,174,3.380904163233936,0.0
288,1,0,0,18,96,1.7805098639801145,0.0
289,1,0,0,23,45,0.878483209758997,0.0
290,1,0,0,20,140,2.5458596143871546,0.0
291,1,0,0,24,495,8.63227560929954,0.0
292,1,0,0,18,58,0.9719892106950283,0.0
293,1,0,0,20,43,0.7291423864662647,0.0
294,1,0,0,20,119,2.0204750318080187,0.0
295,1,0,0,21,145,2.476565799675882,0.0
296,1,0,0,18,38,0.6502083670347929,0.0
297,1,0,0,20,180,3.0669773994013667,0.0
298,1,0,0,21,111,1.8855429040268064,0.0
299,1,0,0,23,167,2.9278204403817654,0.0
3,1,0,0,19,435,9.100409945473075,0.0
300,1,0,0,20,166,2.989150225184858,0.0
326,1,0,0,21,512,9.426280136220157,0.0
327,1,0,0,21,38,0.8034631097689271,0.0
328,1,0,0,21,39,0.7937519978731871,0.0
329,1,0,0,18,456,8.10821196436882,0.0
330,1,0,0,25,512,8.939820159226656,0.0
331,1,0,0,18,512,9.370187588967383,0.0
332,1,0,0,20,39,0.8224560273811221,0.0
333,1,0,0,18,490,8.88329414371401,0.0
334,1,0,0,22,350,6.518034962937236,0.0
335,1,0,0,24,230,3.8852169355377555,0.0
336,1,0,0,24,512,9.228176183998585,0.0
337,1,0,0,23,40,0.6747033884748816,0.0
338,1,0,0,16,38,0.6497025853022933,0.0
339,1,0,0,24,33,0.5562781542539597,0.0
340,1,0,0,23,512,8.936971635557711,0.0
341,1,0,0,17,359,6.084256034344435,0.0
342,1,0,0,16,231,3.8972094571217895,0.0
343,1,0,0,17,352,6.5579793537035584,0.0
344,1,0,0,18,35,0.685404796153307,0.0
345,1,0,0,17,299,5.973748830147088,0.0
346,1,0,0,20,469,8.631074827164412,0.0
347,1,0,0,23,461,8.473685493692756,0.0
348,1,0,0,20,512,9.734761604107916,0.0
349,1,0,0,25,512,9.3878990476951,0.0
350,1,0,0,25,512,9.825349593535066,0.0
376,1,0,0,19,65,1.4157219883054495,0.0
377,1,0,0,20,50,0.868333712220192,0.0
378,1,0,0,19,140,2.368653100915253,0.0
379,1,0,0,19,27,0.45964979380369186,0.0
380,1,0,0,17,310,5.372929052449763,0.0
381,1,0,0,17,296,5.481416325084865,0.0
382,1,0,0,19,197,3.5049277376383543,0.0
383,1,0,0,21,339,6.406126711517572,0.0
384,1,0,0,21,129,2.3096639467403293,0.0
385,1,0,0,19,309,5.96682957932353,0.0
386,1,0,0,22,111,2.328671434894204,0.0
387,1,0,0,20,189,3.4165297402068973,0.0
388,1,0,0,21,15,0.2570532811805606,0.0
389,1,0,0,16,15,0.25169073417782784,0.0
390,1,0,0,20,25,0.42609657999128103,0.0
391,1,0,0,24,28,0.5312469629570842,0.0
392,1,0,0,18,398,7.577358995564282,0.0
393,1,0,0,23,239,4.6592806074768305,0.0
394,1,0,0,20,285,5.472189505584538,0.0
395,1,0,0,18,377,6.422337571159005,0.0
396,1,0,0,21,47,0.800104902125895,0.0
397,1,0,0,15,68,1.1623193603008986,0.0
398,1,0,0,18,112,1.885912743397057,0.0
399,1,0,0,19,154,2.607015742920339,0.0
4,1,0,0,19,31,0.5691911354660988,0.0
400,1,0,0,19,359,6.165283426642418,0.0
401,1,0,0,19,47,0.7930546244606376,0.0
402,1,0,0,26,58,0.9792257277294993,0.0
403,1,0,0,22,49,0.9362315591424704,0.0
404,1,0,0,19,49,1.0228400360792875,0.0
405,1,0,0,19,77,1.4875787496566772,0.0
406,1,0,0,18,41,0.6921339333057404,0.0
407,1,0,0,19,72,1.2280594650655985,0.0
408,1,0,0,19,47,0.7866862351074815,0.0
409,1,0,0,20,62,1.2154315235093236,0.0
410,1,0,0,19,40,0.8406962566077709,0.0
411,1,0,0,18,44,0.9006356736645103,0.0
412,1,0,0,18,38,0.8337200544774532,0.0
413,1,0,0,20,173,3.45197999663651,0.0
414,1,0,0,18,214,3.7287494521588087,0.0
415,1,0,0,18,101,1.8989379052072763,0.0
416,1,0,0,22,95,1.7918551107868552,0.0
417,1,0,0,19,38,0.71720199752599,0.0
418,1,0,0,20,49,0.8562536602839828,0.0
419,1,0,0,23,66,1.1297611137852073,0.0
420,1,0,0,20,96,1.6772524947300553,0.0
421,1,0,0,19,57,0.9620422860607505,0.0
422,1,0,0,18,262,4.473182844929397,0.0
423,1,0,0,20,67,1.1565100373700261,0.0
424,1,0,0,21,82,1.5018931897357106,0.0
425,1,0,0,18,197,3.8827997827902436,0.0
5,1,0,0,20,507,9.20154869183898,0.0
51,1,0,0,21,512,9.058752352371812,0.0
52,1,0,0,23,55,1.139620227739215,0.0
53,1,0,0,22,461,8.98268767260015,0.0
54,1,0,0,20,429,7.631179308518767,0.0
55,1,0,0,21,470,8.189066933467984,0.0
56,1,0,0,22,486,8.395563296042383,0.0
57,1,0,0,24,61,1.3227777192369103,0.0
58,1,0,0,22,487,10.012207727879286,0.0
59,1,0,0,18,91,1.5733210053294897,0.0
6,1,0,0,18,512,8.795332959853113,0.0
60,1,0,0,22,52,0.8942590923979878,0.0
61,1,0,0,20,455,7.741625877097249,0.0
62,1,0,0,23,512,9.494818106293678,0.0
63,1,0,0,22,354,6.493836352601647,0.0
64,1,0,0,19,335,6.442271374166012,0.0
65,1,0,0,21,512,8.97722477838397,0.0
66,1,0,0,20,450,7.696099232882261,0.0
67,1,0,0,21,458,7.904792011715472,0.0
68,1,0,0,18,321,6.352918612770736,0.0
69,1,0,0,19,512,9.331565976142883,0.0
7,1,0,0,19,512,9.230217648670077,0.0
70,1,0,0,18,512,9.58207422029227,0.0
71,1,0,0,21,512,10.181973645463586,0.0
72,1,0,0,22,512,8.943949523381889,0.0
