request_id,n_calls,api_in_tokens,api_out_tokens,local_in_tokens,local_out_tokens,local_sec,train_sec
1,1,0,0,0,0,0.33793225698173046,0.0
10,1,0,0,0,0,0.30778818577528,0.0
101,1,0,0,0,0,9.179713587276638,0.0
102,1,0,0,0,0,8.519112213514745,0.0
103,1,0,0,0,0,0.2816731836646795,0.0
104,1,0,0,0,0,0.28998154774308205,0.0
105,1,0,0,0,0,0.7836652351543307,0.0
106,1,0,0,0,0,0.7760118264704943,0.0
107,1,0,0,0,0,0.2945218626409769,0.0
108,1,0,0,0,0,7.357885485514998,0.0
109,1,0,0,0,0,4.440930279903114,0.0
11,1,0,0,0,0,0.33111270144581795,0.0
110,1,0,0,0,0,9.108198863454163,0.0
111,1,0,0,0,0,2.7129715168848634,0.0
112,1,0,0,0,0,9.079446848481894,0.0
113,1,0,0,0,0,8.175960646010935,0.0
114,1,0,0,0,0,0.39545638766139746,0.0
115,1,0,0,0,0,0.6938865296542645,0.0
116,1,0,0,0,0,0.42031111381947994,0.0
117,1,0,0,0,0,0.607722201384604,0.0
118,1,0,0,0,0,0.31819128803908825,0.0
119,1,0,0,0,0,9.28599932976067,0.0
12,1,0,0,0,0,0.30924183409661055,0.0
120,1,0,0,0,0,9.468428557738662,0.0
121,1,0,0,0,0,8.441812708973885,0.0
122,1,0,0,0,0,0.395532357506454,0.0
123,1,0,0,0,0,5.321377569809556,0.0
124,1,0,0,0,0,0.33321949280798435,0.0
125,1,0,0,0,0,0.40215212758630514,0.0
13,1,0,0,0,0,9.002863049507141,0.0
14,1,0,0,0,0,0.3274487070739269,0.0
15,1,0,0,0,0,8.859373718500137,0.0
151,1,0,0,0,0,0.5951054068282247,0.0
152,1,0,0,0,0,0.3899740483611822,0.0
153,1,0,0,0,0,0.49681176245212555,0.0
154,1,0,0,0,0,8.187792067416012,0.0
155,1,0,0,0,0,0.5292851608246565,0.0
156,1,0,0,0,0,6.602585111744702,0.0
157,1,0,0,0,0,0.4409871185198426,0.0
158,1,0,0,0,0,0.480744537897408,0.0
159,1,0,0,0,0,0.5096240928396583,0.0
16,1,0,0,0,0,2.442192149348557,0.0
160,1,0,0,0,0,3.358919837512076,0.0
161,1,0,0,0,0,0.4936435353010893,0.0
162,1,0,0,0,0,0.5612465292215347,0.0
163,1,0,0,0,0,0.3436759850010276,0.0
164,1,0,0,0,0,9.570449898019433,0.0
165,1,0,0,0,0,1.3293866626918316,0.0
166,1,0,0,0,0,0.5487605733796954,0.0
167,1,0,0,0,0,0.5302462875843048,0.0
168,1,0,0,0,0,0.7235620878636837,0.0
169,1,0,0,0,0,0.5460696276277304,0.0
17,1,0,0,0,0,0.3113835481926799,0.0
170,1,0,0,0,0,9.51875316631049,0.0
171,1,0,0,0,0,0.5289423819631338,0.0
172,1,0,0,0,0,0.6472898600623012,0.0
173,1,0,0,0,0,0.3396272389218211,0.0
174,1,0,0,0,0,0.5238720681518316,0.0
175,1,0,0,0,0,2.2965464759618044,0.0
18,1,0,0,0,0,0.3126670718193054,0.0
19,1,0,0,0,0,0.7595582148060203,0.0
2,1,0,0,0,0,8.657028573565185,0.0
20,1,0,0,0,0,0.4928091177716851,0.0
201,1,0,0,0,0,0.3867907105013728,0.0
202,1,0,0,0,0,0.8807626375928521,0.0
203,1,0,0,0,0,0.5266773151233792,0.0
204,1,0,0,0,0,0.46775105223059654,0.0
205,1,0,0,0,0,0.4017008263617754,0.0
206,1,0,0,0,0,0.35259309224784374,0.0
207,1,0,0,0,0,0.4894746271893382,0.0
208,1,0,0,0,0,0.23803999740630388,0.0
209,1,0,0,0,0,8.71257325913757,0.0
21,1,0,0,0,0,9.971149502322078,0.0
210,1,0,0,0,0,0.29962359089404345,0.0
211,1,0,0,0,0,0.7493923613801599,0.0
212,1,0,0,0,0,0.6354413125663996,0.0
213,1,0,0,0,0,0.5405545057728887,0.0
214,1,0,0,0,0,0.6189761981368065,0.0
215,1,0,0,0,0,5.22921190969646,0.0
216,1,0,0,0,0,0.5354044437408447,0.0
217,1,0,0,0,0,0.49267355538904667,0.0
218,1,0,0,0,0,0.41186660900712013,0.0
219,1,0,0,0,0,0.5525357648730278,0.0
22,1,0,0,0,0,0.5670324191451073,0.0
220,1,0,0,0,0,0.5711926911026239,0.0
221,1,0,0,0,0,0.4869542261585593,0.0
222,1,0,0,0,0,9.301458263769746,0.0
223,1,0,0,0,0,8.792278019711375,0.0
224,1,0,0,0,0,7.600310003384948,0.0
225,1,0,0,0,0,8.87462228257209,0.0
23,1,0,0,0,0,8.887535521760583,0.0
24,1,0,0,0,0,8.786076582968235,0.0
25,1,0,0,0,0,0.56395024061203,0.0
251,1,0,0,0,0,2.9400108512490988,0.0
252,1,0,0,0,0,4.313742523081601,0.0
253,1,0,0,0,0,1.8163154078647494,0.0
254,1,0,0,0,0,2.4567627049982548,0.0
255,1,0,0,0,0,2.9471113746985793,0.0
256,1,0,0,0,0,3.047759166918695,0.0
257,1,0,0,0,0,0.395276453346014,0.0
258,1,0,0,0,0,2.1364700300619006,0.0
259,1,0,0,0,0,2.304619296453893,0.0
260,1,0,0,0,0,2.3452800810337067,0.0
261,1,0,0,0,0,2.7864309111610055,0.0
262,1,0,0,0,0,2.622116221114993,0.0
263,1,0,0,0,0,1.9972576051950455,0.0
264,1,0,0,0,0,3.059806549921632,0.0
265,1,0,0,0,0,0.46834783628582954,0.0
266,1,0,0,0,0,3.0736121758818626,0.0
267,1,0,0,0,0,2.3749249121174216,0.0
268,1,0,0,0,0,3.3581378487870097,0.0
269,1,0,0,0,0,3.0507215531542897,0.0
270,1,0,0,0,0,0.44515819661319256,0.0
271,1,0,0,0,0,0.4111339384689927,0.0
272,1,0,0,0,0,1.7858285335823894,0.0
273,1,0,0,0,0,2.477194432169199,0.0
274,1,0,0,0,0,3.7087800670415163,0.0
275,1,0,0,0,0,2.607648807577789,0.0
276,1,0,0,0,0,2.125434311106801,0.0
277,1,0,0,0,0,3.621970845386386,0.0
278,1,0,0,0,0,3.132276854477823,0.0
279,1,0,0,0,0,2.4661275446414948,0.0
280,1,0,0,0,0,4.198286440223455,0.0
281,1,0,0,0,0,6.841847934760153,0.0
282,1,0,0,0,0,3.544754727743566,0.0
283,1,0,0,0,0,4.446060420945287,0.0
284,1,0,0,0,0,3.3021055618301034,0.0
285,1,0,0,0,0,3.377133645117283,0.0
286,1,0,0,0,0,5.726505558937788,0.0
287,1,0,0,0,0,3.71285885758698,0.0
288,1,0,0,0,0,2.1440381975844502,0.0
289,1,0,0,0,0,3.6385694332420826,0.0
290,1,0,0,0,0,2.649974967353046,0.0
291,1,0,0,0,0,6.932632742449641,0.0
292,1,0,0,0,0,4.552189425565302,0.0
293,1,0,0,0,0,2.9334473526105285,0.0
294,1,0,0,0,0,3.1939472490921617,0.0
295,1,0,0,0,0,3.7116694608703256,0.0
296,1,0,0,0,0,5.019675659015775,0.0
297,1,0,0,0,0,3.224772622808814,0.0
298,1,0,0,0,0,3.4456060277298093,0.0
299,1,0,0,0,0,2.6940607745200396,0.0
3,1,0,0,0,0,9.025335751473904,0.0
300,1,0,0,0,0,4.364120376296341,0.0
326,1,0,0,0,0,4.78686638455838,0.0
327,1,0,0,0,0,0.42065089009702206,0.0
328,1,0,0,0,0,0.46049094293266535,0.0
329,1,0,0,0,0,0.40365236531943083,0.0
330,1,0,0,0,0,10.405286442488432,0.0
331,1,0,0,0,0,0.313383667729795,0.0
332,1,0,0,0,0,0.5157859157770872,0.0
333,1,0,0,0,0,0.19777046889066696,0.0
334,1,0,0,0,0,7.609518692828715,0.0
335,1,0,0,0,0,6.645875693298876,0.0
336,1,0,0,0,0,9.813823867589235,0.0
337,1,0,0,0,0,0.5324675990268588,0.0
338,1,0,0,0,0,0.5400835825130343,0.0
339,1,0,0,0,0,0.4546393910422921,0.0
340,1,0,0,0,0,0.6159966606646776,0.0
341,1,0,0,0,0,0.28051990922540426,0.0
342,1,0,0,0,0,0.3284183209761977,0.0
343,1,0,0,0,0,0.31421934347599745,0.0
344,1,0,0,0,0,3.4788790782913566,0.0
345,1,0,0,0,0,0.30068245716392994,0.0
346,1,0,0,0,0,0.5028124405071139,0.0
347,1,0,0,0,0,0.5237821917980909,0.0
348,1,0,0,0,0,9.316287866793573,0.0
349,1,0,0,0,0,9.461247242987156,0.0
350,1,0,0,0,0,8.858642928302288,0.0
376,1,0,0,0,0,1.0922656832262874,0.0
377,1,0,0,0,0,1.1609288323670626,0.0
378,1,0,0,0,0,2.010096861049533,0.0
379,1,0,0,0,0,0.4770703501999378,0.0
380,1,0,0,0,0,7.238116182386875,0.0
381,1,0,0,0,0,6.002563520334661,0.0
382,1,0,0,0,0,4.673647684045136,0.0
383,1,0,0,0,0,0.4458244340494275,0.0
384,1,0,0,0,0,5.618518875911832,0.0
385,1,0,0,0,0,0.3447379181161523,0.0
386,1,0,0,0,0,4.691584533080459,0.0
387,1,0,0,0,0,3.6941002560779452,0.0
388,1,0,0,0,0,0.41728667728602886,0.0
389,1,0,0,0,0,0.5048386221751571,0.0
390,1,0,0,0,0,0.25530437659472227,0.0
391,1,0,0,0,0,0.6650249920785427,0.0
392,1,0,0,0,0,6.379798083566129,0.0
393,1,0,0,0,0,3.999675314873457,0.0
394,1,0,0,0,0,5.859956895001233,0.0
395,1,0,0,0,0,7.436137544922531,0.0
396,1,0,0,0,0,1.3115478875115514,0.0
397,1,0,0,0,0,1.7245805021375418,0.0
398,1,0,0,0,0,2.253643008880317,0.0
399,1,0,0,0,0,2.9871003795415163,0.0
4,1,0,0,0,0,0.42710555624216795,0.0
400,1,0,0,0,0,6.201528689824045,0.0
401,1,0,0,0,0,2.6849321154877543,0.0
402,1,0,0,0,0,0.64688057359308,0.0
403,1,0,0,0,0,0.4823543597012758,0.0
404,1,0,0,0,0,2.4668008210137486,0.0
405,1,0,0,0,0,4.936057641170919,0.0
406,1,0,0,0,0,1.4985875999554992,0.0
407,1,0,0,0,0,1.6947816675528884,0.0
408,1,0,0,0,0,2.592769794166088,0.0
409,1,0,0,0,0,2.8944666124880314,0.0
410,1,0,0,0,0,1.489278519526124,0.0
411,1,0,0,0,0,0.9398544924333692,0.0
412,1,0,0,0,0,0.33721898682415485,0.0
413,1,0,0,0,0,3.243550982326269,0.0
